protein_extract_24d_scans_sample1,protein_extract_24d_scans_sample2,protein_extract_24d_scans_sample3
0.0005725,0.000435,0.0008975000000000001
0.000505,0.0004825,0.00073
0.0004225,0.000405,0.0004475
0.0003725,0.00023750000000000003,0.000185
0.00025749999999999997,0.00013250000000000002,2.25e-05
0.000105,0.0001975,5.5e-05
0.000125,0.00043999999999999996,0.00024500000000000005
0.00029,0.0006000000000000001,0.0004375
0.00038749999999999993,0.0004975,0.0005675
0.00047250000000000005,0.00041,0.0006825
0.0006875,0.000545,0.0007825
0.0008625,0.0006575000000000001,0.0007899999999999999
0.0007825,0.0006275,0.000675
0.000645,0.0006425000000000001,0.0005775
0.0006425,0.0006675000000000001,0.0005325000000000001
0.0006975,0.0006225,0.0005099999999999999
0.0007750000000000001,0.0007275000000000001,0.0006675
0.00097,0.00098,0.0010025000000000001
0.001145,0.0010125,0.0011275
0.001075,0.0007375,0.0008825
0.0008775,0.0005175,0.0006175
0.0007624999999999999,0.000665,0.00067
0.0008049999999999999,0.0010725,0.001025
0.0010350000000000001,0.0014475,0.0014425
0.0012525000000000001,0.0015024999999999997,0.0015875
0.0012325,0.001235,0.0013375
0.0011475,0.0010500000000000002,0.001065
0.0011275,0.0010574999999999998,0.0009525
0.0010225,0.0009975,0.0007775
0.0009525,0.0009475,0.00067
0.0010899999999999998,0.001095,0.000915
0.0012974999999999998,0.0013275000000000001,0.00131
0.0012725000000000002,0.0013700000000000001,0.0014425
0.0009425,0.0011424999999999999,0.0013049999999999997
0.00058,0.0009,0.0011675000000000001
0.0005924999999999999,0.0008749999999999999,0.00123
0.00102,0.0010875,0.0015325
0.0013,0.0011575000000000001,0.001635
0.001105,0.0009149999999999999,0.0012625000000000002
0.0009200000000000001,0.0007575,0.0009525
0.0009475,0.0008025,0.0010175
0.0008424999999999999,0.0007125,0.0009975000000000001
0.0006525000000000001,0.0005125,0.0007425
0.0006850000000000001,0.00053,0.0005625000000000001
0.0009675,0.00086,0.0006225
0.0012025,0.00122,0.000835
0.0010975,0.0012425000000000001,0.0009475
0.00087,0.0009599999999999999,0.000945
0.0008500000000000001,0.0007149999999999999,0.0009824999999999999
0.0009674999999999999,0.0006975,0.001
0.0011775,0.0009774999999999999,0.001115
0.001445,0.001385,0.0014824999999999999
0.0014500000000000001,0.0013925,0.0016625
0.0011,0.0010400000000000001,0.0014374999999999998
0.000845,0.0009375000000000001,0.0013
0.0010825,0.0012025,0.00146
0.001585,0.0014449999999999999,0.00169
0.0018974999999999999,0.00152,0.0019450000000000001
0.00199,0.0014949999999999998,0.0020924999999999997
0.0020399999999999997,0.0015075000000000002,0.0020299999999999997
0.001865,0.0014175,0.0016775
0.0012575,0.0009774999999999999,0.00109
0.0006399999999999999,0.0005675,0.0007149999999999999
0.00043,0.0005875,0.0007700000000000001
0.00045000000000000004,0.0007624999999999999,0.0010125
0.0005225000000000001,0.00085,0.00118
0.000615,0.0009299999999999999,0.0011525
0.0006175,0.0010175000000000002,0.000895
0.00045,0.0008424999999999999,0.000445
0.000285,0.00053,0.0002625
0.0005,0.0006775,0.0008649999999999999
0.0008374999999999999,0.00102,0.0014125
0.000995,0.0011275,0.0014675
0.00108,0.0011925,0.00146
0.0011649999999999998,0.0012599999999999998,0.0014600000000000001
0.0011925000000000002,0.0011125,0.0012050000000000001
0.0011025000000000002,0.0008025,0.0007650000000000001
0.0009325000000000001,0.000555,0.0005625000000000001
0.0008875,0.00046249999999999997,0.0007925000000000001
0.0009824999999999999,0.0005,0.0011225
0.0011350000000000002,0.0006724999999999999,0.0012575
0.0013125,0.0009375,0.0012324999999999999
0.0014349999999999999,0.0011075,0.001185
0.0013974999999999999,0.0010500000000000002,0.0011550000000000002
0.0011175,0.00101,0.0011275
0.0008100000000000001,0.0013025,0.0012525
0.000955,0.00169,0.0014825
0.0013975,0.0017924999999999998,0.0014925
0.0016525,0.00177,0.00149
0.0017025,0.00172,0.001625
0.00172,0.0015475,0.00165
0.0016925,0.001315,0.0015
0.0016475,0.0012374999999999999,0.0013625
0.00153,0.001215,0.0011975000000000002
0.0013125,0.00117,0.0009549999999999999
0.0012125,0.0012925,0.0010175
0.0012175,0.001415,0.0013150000000000002
0.00122,0.0014825,0.001505
0.0013525,0.0016150000000000001,0.001645
0.00162,0.0016825,0.001725
0.0017475,0.0015975,0.0016975000000000002
0.00161,0.0013675000000000002,0.0015574999999999999
0.0014475,0.0011675,0.00149
0.0014175000000000001,0.001075,0.0015975
0.001415,0.000915,0.00156
0.0014125,0.0008274999999999999,0.0013475
0.0015625,0.0010575,0.0014075
0.0018050000000000002,0.001365,0.0017599999999999998
0.0018825,0.00136,0.0019175
0.0017475000000000001,0.0010975,0.0016675000000000001
0.001565,0.00098,0.0013275000000000001
0.00151,0.0012224999999999998,0.00126
0.0016925,0.00157,0.0015
0.0020475,0.0017325,0.0018249999999999998
0.00219,0.001505,0.00176
0.001975,0.0010225,0.00132
0.00163,0.0007525,0.0010225
0.0012824999999999998,0.0007974999999999999,0.000905
0.00093,0.001005,0.0007650000000000001
0.0009375000000000001,0.0014625,0.001
0.0013700000000000001,0.001875,0.0016375
0.001675,0.0019125000000000001,0.00184
0.0020675,0.0022325,0.0020125
0.0026875,0.002915,0.002565
0.0029950000000000003,0.00309,0.0028150000000000002
0.00284,0.0027749999999999997,0.0026575
0.0023,0.0024925,0.0025275
0.00151,0.0022849999999999997,0.0025725
0.0010175,0.001925,0.0025900000000000003
0.0012075,0.00162,0.0023975
0.0016475,0.0014675,0.0019475
0.001915,0.00134,0.0015474999999999998
0.0019825,0.0012925,0.0015599999999999998
0.0020325,0.00139,0.0017824999999999998
0.0021775,0.0016150000000000001,0.0019749999999999998
0.0022449999999999996,0.0018325000000000001,0.0020225
0.0019775,0.0016350000000000002,0.0016675
0.0013775,0.00106,0.0010475
0.0010249999999999999,0.0008700000000000001,0.0009574999999999999
0.001475,0.001425,0.0017274999999999999
0.0021275,0.002,0.0023725
0.0025399999999999997,0.0022275000000000003,0.0024975
0.00272,0.0023425,0.0024375000000000004
0.002605,0.0023425000000000004,0.00235
0.0023925,0.002205,0.0023075
0.00238,0.002115,0.0023225
0.0024525000000000003,0.002095,0.002235
0.002455,0.0020975,0.0020100000000000005
0.00253,0.0021425000000000003,0.0019549999999999997
0.0026825,0.002205,0.0022424999999999997
0.0027599999999999994,0.0021575,0.002505
0.0027275000000000003,0.0020825,0.002465
0.0026925,0.0022099999999999997,0.00236
0.0026024999999999998,0.0024324999999999998,0.0022900000000000004
0.0023975000000000003,0.0024275,0.00217
0.0021574999999999997,0.0022424999999999997,0.0020724999999999997
0.0020800000000000003,0.002205,0.002265
0.0023675000000000002,0.0025025000000000004,0.002705
0.0029224999999999998,0.0030350000000000004,0.0032325
0.0034,0.0036325,0.003835
0.0035250000000000004,0.0039475000000000005,0.0040225
0.003505,0.00394,0.0038275
0.0036475,0.0038900000000000002,0.0038975000000000004
0.004027500000000001,0.003985,0.0043375
0.00442,0.0042825,0.004735
0.0046875,0.004735,0.0050375
0.0048874999999999995,0.005152500000000001,0.00535
0.0051975,0.0055175,0.00557
0.00567,0.006082499999999999,0.0058674999999999995
0.0059924999999999996,0.0066549999999999995,0.006495
0.0061,0.006875,0.007112500000000001
0.006205,0.006965,0.0073375
0.006285000000000001,0.00717,0.0074025
0.0063525,0.007565,0.007685
0.006560000000000001,0.0080275,0.008185
0.006975,0.00839,0.008687499999999999
0.0072875,0.008462500000000001,0.0089425
0.00716,0.008255,0.00878
0.006975,0.0084375,0.0088475
0.0075775,0.009577500000000001,0.00995
0.008615,0.010905,0.01115
0.0091975,0.0116425,0.0114575
0.009175,0.011852499999999998,0.011252499999999999
0.008865,0.011817499999999998,0.011305
0.0089,0.011895,0.011965
0.009492500000000001,0.012289999999999999,0.012915
0.010284999999999999,0.013027500000000001,0.01391
0.0109425,0.01398,0.014875
0.011407500000000001,0.0148975,0.0156825
0.011725,0.0156025,0.0162775
0.011969999999999998,0.015960000000000002,0.0165675
0.012209999999999999,0.0160525,0.016605
0.012477499999999999,0.016125,0.016665
0.0130825,0.01648,0.017155
0.0140275,0.01729,0.018165
0.014780000000000001,0.018215,0.0192425
0.015075,0.0189375,0.01997
0.01515,0.0194275,0.020384999999999997
0.015182500000000002,0.01993,0.02089
0.015335000000000001,0.0205825,0.021570000000000002
0.015585,0.0210175,0.0219525
0.0156875,0.02101,0.022002499999999998
0.01581,0.0210425,0.022245
0.0162975,0.0215975,0.0228975
0.0169375,0.0224275,0.023605
0.0174475,0.0230275,0.0241025
0.0179,0.023332500000000003,0.02449
0.018277500000000002,0.0235775,0.0248875
0.0183275,0.0238725,0.025365000000000002
0.0180575,0.024212499999999998,0.02586
0.01804,0.024625,0.026167500000000003
0.01848,0.02514,0.0264075
0.0190025,0.0257,0.026792499999999997
0.019467500000000002,0.026334999999999997,0.02738
0.0200125,0.0270425,0.027985
0.020460000000000002,0.027594999999999998,0.0283625
0.02055,0.027887500000000003,0.028614999999999998
0.02055,0.02821,0.0291225
0.020950000000000003,0.028925,0.030095
0.021765,0.029932499999999997,0.03127
0.0225125,0.030715,0.03208
0.022867500000000002,0.031102499999999998,0.032415
0.02299,0.031352500000000005,0.032645
0.023202499999999997,0.031697499999999997,0.03311
0.023615,0.03223,0.0338525
0.024095,0.0328725,0.03456
0.024484999999999996,0.033447500000000005,0.035032499999999994
0.0246975,0.0338225,0.0353225
0.024815,0.034,0.035595
0.02504,0.0342675,0.036045
0.0254125,0.034795,0.036680000000000004
0.02567,0.035295,0.037165000000000004
0.025724999999999998,0.0356225,0.037434999999999996
0.0259425,0.0361375,0.037899999999999996
0.02647,0.0368775,0.03855
0.027045,0.03742,0.0390275
0.027467500000000002,0.037610000000000005,0.0394375
0.0277275,0.037695,0.0399525
0.0278475,0.037895,0.04032
0.0279975,0.0382825,0.0405675
0.0283425,0.0389675,0.0410925
0.028712500000000002,0.03968,0.04173
0.028962500000000002,0.0400325,0.04207999999999999
0.029182499999999997,0.0401775,0.0422575
0.0294825,0.0404775,0.0425375
0.029887500000000004,0.040955,0.043047499999999995
0.030287500000000002,0.04145750000000001,0.043657499999999995
0.030555000000000002,0.041944999999999996,0.0441475
0.0307125,0.0423925,0.044497499999999995
0.0308675,0.042845,0.044835
0.031195,0.043545,0.04542
0.031645,0.044225,0.0461375
0.031885,0.0444025,0.04653499999999999
0.031865,0.044317499999999996,0.0466275
0.03191,0.044435,0.04679
0.032155,0.044795,0.047077499999999994
0.0325,0.045285,0.04738
0.0329725,0.045945,0.047920000000000004
0.033444999999999996,0.04657,0.048605
0.0336775,0.0469225,0.0490825
0.03385,0.04728,0.049457499999999995
0.0341675,0.0476975,0.049909999999999996
0.0344825,0.047909999999999994,0.05031
0.0346675,0.0481225,0.050555
0.03466999999999999,0.048464999999999994,0.0505875
0.0346225,0.048705,0.0505525
0.03475,0.04886000000000001,0.0508325
0.0349825,0.04908,0.0513325
0.0351675,0.049325,0.05169749999999999
0.035362500000000005,0.049607500000000006,0.0520775
0.03568,0.05000500000000001,0.05269
0.036135,0.0505275,0.0533125
0.036525,0.05108,0.05371
0.036750000000000005,0.051590000000000004,0.053965
0.036905,0.0520225,0.05426
0.0370675,0.0522525,0.054587500000000004
0.037315,0.052395,0.0548475
0.0375575,0.05253,0.05498
0.0376825,0.0527225,0.055232500000000004
0.0377775,0.0530475,0.055627499999999996
0.0379075,0.053309999999999996,0.05584
0.03818,0.0535475,0.0560125
0.038505,0.0539225,0.056334999999999996
0.038675,0.0542875,0.05679000000000001
0.038715,0.0545,0.0572625
0.03877,0.05452,0.0574375
0.038865,0.054505,0.0573625
0.03895,0.0546475,0.0574475
0.039105,0.0550075,0.057822500000000006
0.03946,0.0554225,0.058285
0.03975,0.0556325,0.0586075
0.0397525,0.055654999999999996,0.058795
0.0397475,0.055757499999999995,0.0590625
0.0398325,0.055995,0.0593075
0.0398675,0.0562575,0.0594025
0.0398425,0.056435,0.05935249999999999
0.039729999999999994,0.0566275,0.059324999999999996
0.039580000000000004,0.056827499999999996,0.05946
0.0396775,0.056984999999999994,0.059770000000000004
0.0400625,0.0572,0.06013
0.040245,0.057385,0.06029
0.0401725,0.0575225,0.06033
0.0402125,0.057777499999999996,0.0605575
0.040287500000000004,0.0579675,0.0608275
0.0402575,0.057845,0.060837499999999996
0.04037500000000001,0.057835,0.060857499999999995
0.040635,0.058247499999999994,0.061105
0.0407175,0.058570000000000004,0.06129
0.040745,0.058620000000000005,0.0614325
0.040995000000000004,0.0587775,0.061712499999999997
0.0412975,0.059054999999999996,0.0619875
0.041455,0.0591975,0.062147499999999994
0.0414725,0.0591675,0.0622575
0.0414225,0.0591575,0.0623125
0.04115,0.059085,0.062075000000000005
0.04067,0.058800000000000005,0.061669999999999996
0.04043,0.058652499999999996,0.0616225
0.0406325,0.058870000000000006,0.06198000000000001
0.040984999999999994,0.05913,0.062337500000000004
0.041125,0.0591825,0.062314999999999995
0.041054999999999994,0.059082499999999996,0.06205
0.0409975,0.05899,0.06206
0.0410325,0.059015,0.062294999999999996
0.040959999999999996,0.059035000000000004,0.06229
0.04073499999999999,0.05904,0.0621875
0.040665,0.0590875,0.06225749999999999
0.0407775,0.059137499999999996,0.062295
0.0408675,0.0593225,0.0623475
0.0408875,0.0596975,0.0625875
0.0408475,0.059969999999999996,0.0627925
0.040745,0.059925000000000006,0.0627825
0.040655,0.059655,0.06265
0.0406225,0.05938499999999999,0.062515
0.0406975,0.059394999999999996,0.06253
0.04088,0.059640000000000006,0.062695
0.0409675,0.0598225,0.06286
0.041010000000000005,0.06001250000000001,0.06303500000000001
0.041232500000000005,0.0603625,0.06325
0.0414325,0.060515,0.0633475
0.0413175,0.060312500000000005,0.0633275
0.04102,0.060145000000000004,0.06327
0.0407775,0.060095,0.0631675
0.0407125,0.0600125,0.06311749999999999
0.040695,0.0599625,0.063095
0.040625,0.060050000000000006,0.06314
0.0408175,0.060344999999999996,0.063445
0.04113,0.060605000000000006,0.063655
0.041034999999999995,0.0605175,0.06339
0.040845,0.06033250000000001,0.06312999999999999
0.04102,0.060412499999999994,0.0633775
0.041185,0.06055250000000001,0.06382
0.041025,0.0605,0.063945
0.04082,0.06035,0.0637
0.040775,0.060247499999999996,0.0633375
0.0407675,0.0602225,0.06312000000000001
0.040715,0.0602575,0.063165
0.04067,0.060345,0.0633075
0.0407975,0.060524999999999995,0.063485
0.0410425,0.060590000000000005,0.06368
0.040965,0.060247499999999996,0.063675
0.04063,0.05988,0.0634725
0.0404775,0.059985000000000004,0.06335
0.040535,0.0603925,0.06341
0.0405775,0.0607025,0.063555
0.0404875,0.060645000000000004,0.063605
0.0402125,0.060295,0.0634275
0.0400525,0.06011,0.063295
0.040147499999999996,0.060117500000000004,0.063405
0.04023,0.06009249999999999,0.06347
0.04025,0.0601375,0.0633625
0.0402525,0.06017,0.063165
0.04027,0.060125,0.06308
0.040305,0.06019,0.063215
0.0402475,0.06029,0.0633375
0.04013,0.06012000000000001,0.063275
0.0400325,0.0597525,0.0630275
0.0398825,0.05946,0.06266999999999999
0.0396525,0.05935,0.062415000000000005
0.039502499999999996,0.059315,0.0624175
0.039515,0.0592125,0.062445
0.0394925,0.059082499999999996,0.062314999999999995
0.039305,0.05891249999999999,0.0621025
0.0390725,0.058595,0.061810000000000004
0.03894,0.058320000000000004,0.06163
0.038995,0.05838499999999999,0.061674999999999994
0.039025,0.0585625,0.061642499999999996
0.03898,0.05865,0.061595
0.0391025,0.0587925,0.06179
0.039162499999999996,0.058762499999999995,0.0618975
0.0388625,0.058320000000000004,0.0616125
0.0384775,0.0577525,0.06111
0.0382975,0.0574925,0.060649999999999996
0.0383225,0.057685,0.060520000000000004
0.038377499999999995,0.057969999999999994,0.0606425
0.03832,0.057940000000000005,0.0606375
0.038155,0.0577125,0.06045249999999999
0.0378,0.05735,0.060085
0.0372875,0.056895,0.059585
0.036965,0.056607500000000005,0.0592875
0.036977499999999996,0.05654,0.05931500000000001
0.03716,0.056495000000000004,0.0594425
0.037344999999999996,0.056325,0.0593575
0.03743,0.056225,0.059074999999999996
0.0373075,0.05632500000000001,0.058839999999999996
0.03693,0.0561875,0.05855250000000001
0.0364225,0.055592499999999996,0.05809
0.0361425,0.055130000000000005,0.0577975
0.03629,0.05520750000000001,0.0578975
0.036477499999999996,0.055415,0.058045
0.0363875,0.055314999999999996,0.05796
0.0361125,0.054995,0.057682500000000005
0.03579,0.054677500000000004,0.057365
0.0356275,0.0544775,0.057225
0.035775,0.054419999999999996,0.0572275
0.03584,0.0543625,0.057205000000000006
0.0355375,0.054180000000000006,0.057005
0.03515,0.0538925,0.0565875
0.0348775,0.0535075,0.05608
0.034667500000000004,0.053085,0.055682499999999996
0.034455,0.052745,0.0553875
0.0342775,0.05249499999999999,0.05516
0.03422750000000001,0.0522825,0.054995
0.034195,0.05216,0.05487
0.0340325,0.052135,0.054825
0.0337825,0.05203,0.0547575
0.0335675,0.051765,0.0544775
0.0333175,0.0513625,0.054055000000000006
0.032975000000000004,0.0509,0.053595
0.0328,0.050625,0.053255
0.032882499999999995,0.050597500000000004,0.0531575
0.0329775,0.05061,0.053192500000000004
0.0328425,0.0505275,0.05308500000000001
0.03249,0.050335,0.05272
0.0321825,0.0500375,0.052267499999999995
0.031995,0.0496075,0.051879999999999996
0.03182,0.049257499999999996,0.05165
0.031775,0.0491375,0.05162750000000001
0.03188,0.04909,0.0515825
0.0318075,0.0489125,0.0513075
0.031497500000000005,0.048530000000000004,0.0508875
0.031232499999999996,0.0480775,0.050477499999999995
0.031084999999999998,0.0477525,0.050135
0.030915,0.047577499999999995,0.049875
0.0307225,0.047424999999999995,0.049729999999999996
0.030615,0.047197499999999996,0.049595
0.030555,0.046925,0.049327499999999996
0.030364999999999996,0.046655,0.048897499999999997
0.029975,0.046412499999999995,0.048455000000000005
0.029644999999999998,0.046217499999999995,0.048165
0.029609999999999997,0.046060000000000004,0.0480525
0.029725,0.045884999999999995,0.047985
0.029582499999999998,0.04553,0.0477025
0.0292125,0.04509,0.04724
0.029054999999999997,0.0448875,0.046990000000000004
0.0291075,0.0448375,0.0468625
0.0290275,0.044655,0.04659
0.028810000000000002,0.0443075,0.046322499999999996
0.028602500000000003,0.04395,0.046102500000000005
0.028472499999999998,0.0436875,0.0458
0.028305,0.043445000000000004,0.045477500000000004
0.028055,0.04317750000000001,0.0452275
0.02783,0.042935,0.04499
0.0276375,0.0426425,0.0447325
0.02746,0.04229,0.044485000000000004
0.0273625,0.04209,0.0442125
0.0273475,0.0420875,0.0439975
0.0273175,0.0420975,0.043925000000000006
0.0271575,0.041902499999999995,0.043745
0.026855,0.041499999999999995,0.0433025
0.026632500000000003,0.041095,0.04283
0.02649,0.04064,0.0424
0.026125,0.04004,0.0419325
0.025660000000000002,0.039599999999999996,0.041527499999999995
0.025467499999999997,0.0394775,0.041285
0.02548,0.0393675,0.041107500000000005
0.025419999999999998,0.0391725,0.0409075
0.0251725,0.038915,0.040604999999999995
0.024905,0.0385625,0.0402775
0.0248,0.038265,0.0400825
0.0247625,0.0381125,0.03998
0.024652499999999997,0.0379725,0.03982
0.0243875,0.037635,0.03952
0.0241275,0.0372975,0.0391925
0.024092500000000003,0.0371625,0.0389275
0.024122499999999998,0.0369625,0.038615
0.0241025,0.036712499999999995,0.0383525
0.024050000000000002,0.036702500000000006,0.038322499999999995
0.023955,0.03676,0.0383575
0.02385,0.0365525,0.0381875
0.023725,0.0361525,0.0378175
0.0234525,0.035775,0.037407499999999996
0.023107499999999996,0.035512499999999995,0.037157499999999996
0.0229575,0.03542,0.03721
0.022965,0.0354375,0.037385
0.02296,0.035425,0.03739
0.02292,0.0352875,0.0371025
0.02286,0.035105,0.03679
0.022787500000000002,0.034975,0.036754999999999996
0.0226975,0.0348875,0.03672
0.022602499999999998,0.0347325,0.036492500000000004
0.022465,0.0344375,0.036295
0.0223125,0.0341975,0.036207500000000004
0.0223475,0.03421250000000001,0.0362275
0.022515,0.0343325,0.03625250000000001
0.022665,0.0343725,0.036185
0.022735,0.034435,0.03615
0.0226075,0.0344775,0.0361875
0.0224725,0.034435,0.03627
0.022459999999999997,0.034437499999999996,0.0364
0.0224775,0.034505,0.03643249999999999
0.0225975,0.034570000000000004,0.0363225
0.02275,0.0346775,0.0362225
0.0228,0.0347375,0.036210000000000006
0.022835,0.034597499999999996,0.0361875
0.0228775,0.034417500000000004,0.036172499999999996
0.022850000000000002,0.034315,0.0361925
0.0228125,0.03418499999999999,0.0361
0.022822500000000003,0.0341325,0.035960000000000006
0.0226675,0.034045,0.0358275
0.022369999999999998,0.033675,0.0356
0.022235,0.0333025,0.0354225
0.022330000000000003,0.033255,0.0354325
0.022442499999999997,0.0333675,0.0353825
0.022402500000000002,0.0333625,0.035152499999999996
0.0222775,0.0332025,0.03496
0.0219525,0.03287,0.034695000000000004
0.02151,0.0325525,0.0343625
0.0213575,0.0324975,0.0343325
0.0213525,0.032375,0.03435
0.021097499999999998,0.0319625,0.034015000000000004
0.0206525,0.0314925,0.0335375
0.0203375,0.0311725,0.0332125
0.0203325,0.03111,0.0331375
0.0205225,0.031219999999999998,0.0331875
0.0205825,0.03127,0.033115000000000006
0.020464999999999997,0.031245,0.0330025
0.0204225,0.031184999999999997,0.032955
0.020499999999999997,0.031045000000000003,0.032885
0.02047,0.0308,0.0327175
0.020275,0.0305525,0.03249
0.020125,0.03049,0.0324325
0.02009,0.0304975,0.0325025
0.02005,0.0303325,0.0323775
0.0199675,0.0300675,0.0321175
